,distance_to_mall
0,0.999942251240886
1,1.158623257694212
2,1.933450562495012
3,0.8937955604661978
4,1.9774733411125456
5,1.1038151359563326
6,0.8484525471594873
7,0.8752938064097935
8,0.8484525471594873
9,0.7195534081498117
10,0.8296280969588306
11,1.3181659401061303
12,1.35901421406056
13,0.9405513923326936
14,0.8544023444145517
15,1.1771882510504956
16,0.8427719340557501
17,1.658006217198053
18,0.7249407745209636
19,1.6464104707374734
20,0.4211279691707283
21,1.54808322638298
22,0.5800315474082275
23,0.7569053479857242
24,0.5830779409578047
25,1.5143827643556969
26,0.9426621108373662
27,1.3996115824144082
28,0.8032889149306386
29,1.065099207433431
30,0.3915127778936613
31,0.8667641982791988
32,0.5600959406936695
33,0.8133136335448523
34,0.9994056637574684
35,1.5007134563148268
36,1.0705240061848142
37,0.768027516268209
38,1.5373937568580387
39,0.9491274906264006
40,1.9774733411125456
41,0.8775146539032102
42,0.7298818893412108
43,0.504827063112472
44,1.2406367823295257
45,0.2957413642752489
46,0.6468929876338397
47,0.6644699537201578
48,0.6644699537201578
49,1.0081520351214492
50,0.4784861628284874
51,0.5494571557040765
52,0.3818651180962962
53,0.5749021715403508
54,0.7089643133146177
55,1.443960956989363
56,1.2356243657913224
57,0.6569755850758148
58,1.1394969204408296
59,0.805973869461714
60,0.4613121513714971
61,2.2689140394773326
62,1.0189174884768404
63,0.8770999478837916
64,1.9647062745662829
65,0.9981039635163542
66,0.9385075219123044
67,0.805973869461714
68,1.1531267791918969
69,2.0855576850104534
70,0.530690056059791
71,0.3468019036615991
72,1.0240084570843002
73,1.0240084570843002
74,1.0885166627654503
75,1.312886069106667
76,0.4734619343067313
77,1.312886069106667
78,1.1811367385026788
79,1.1394969204408296
80,0.4001833844527501
81,0.3660066112984718
82,1.312886069106667
83,0.371550460770051
84,0.9389638980664802
85,0.3110153338624292
86,0.4734619343067313
87,1.0256686165913405
88,2.158777866503587
89,0.8657336126201904
90,0.9979193646639484
91,0.7305006509925211
92,0.4062395653527955
93,0.4616279053655068
94,1.0020077240502256
95,0.9804992565949512
96,2.056176778749636
97,2.2214329623424325
98,1.0141996267738176
99,2.1042433121561754
100,2.1042433121561754
101,0.8903557367685578
102,1.662422239399462
103,0.7441907962242265
104,2.038439402239492
105,1.0141996267738176
106,0.8747549600907263
107,1.216227134369347
108,1.297638643913238
109,0.5511423261017461
110,0.9530067050686344
111,1.8247410398499757
112,0.2310277016976974
113,1.9569063890424565
114,0.7865143599437698
115,2.1836043229422546
116,0.4043597268992512
117,1.251223080555258
118,0.8667752765412541
119,1.2075275665949472
120,1.1805815932270705
121,0.1265234475080554
122,1.955568229166957
123,1.5526257904209992
124,1.955568229166957
125,1.4998278089138857
126,1.0609481061634174
127,1.0980948542543063
128,0.4960862887029895
129,0.8086361505039811
130,0.8086361505039811
131,0.3537456356084802
132,0.5046820908260597
133,0.7662515228759011
134,0.3895731226875928
135,0.2584344520632501
136,0.5046820908260597
137,1.250802147457557
138,0.9057450260720742
139,0.8043858410666032
140,0.5087790081828517
141,0.4676599573138791
142,0.9720534819496776
143,0.5096037326935006
144,1.0373545498720838
145,0.9057450260720742
146,0.8329500837367376
147,0.6676479839464902
148,1.3713751762797326
149,0.7016088336223574
150,0.5899946807379942
151,0.7507792608286479
152,0.5825364746013163
153,0.5370918740977906
154,0.7424836067528781
155,0.8316796546804173
156,0.3651505470158881
157,0.4860358328300815
158,1.3688658472963755
159,0.7424836067528781
160,0.489339670181417
161,0.8861442288686018
162,0.9859035272432382
163,0.6228576186870274
164,1.1156573195341375
165,1.2159855413243517
166,0.7410777039649888
167,0.8478602909539756
168,0.9859035272432382
169,1.2066323415432767
170,0.5255508784842624
171,0.7281338241817275
172,0.5825364746013163
173,1.3360201529395004
174,0.9212281012762936
175,0.8439099403347434
176,1.1359115901294126
177,1.3644430919427553
178,0.3261447522158641
179,0.5710233897826202
180,0.2982186068614539
181,0.5309822961795221
182,1.300563224621092
183,1.323758868441451
184,0.6259785783041468
185,0.3909936191895495
186,0.486730683829037
187,1.3057237524668217
188,0.3582165892059801
189,0.6895931575732667
190,0.1384484281907706
191,1.1335861933215827
192,0.64718684868468
193,0.1746553813467487
194,1.4260904556207643
195,0.6236777519639384
196,0.5324312879815721
197,0.9397075144998492
198,0.2091328502981769
199,1.2122174944502164
200,0.5240306148491836
201,0.9661589863737384
202,1.1029220366257346
203,1.0511269384381077
204,0.7038244765048642
205,0.1763008428315121
206,0.6730669759269122
207,1.0511269384381077
208,0.607119666527951
209,0.6433463218492939
210,0.7038244765048642
211,1.0488887350440974
212,0.2693215122602205
213,0.5344265095628916
214,0.7954733792313756
215,0.3746524832634039
216,0.1566379726895587
217,0.6526776316006098
218,0.4586435814295835
219,0.4586435814295835
220,0.5016280684774886
221,0.3896042502295174
222,0.774404365494905
223,1.296675334895599
224,0.6339528827258353
225,1.2297202167295491
226,1.0663650182486202
227,0.6176706223536284
228,0.0717695572637884
229,0.4504185304219763
230,0.4504185304219763
231,0.5359883985289048
232,0.8471531791411878
233,0.5794787826310087
234,0.5794787826310087
235,0.5794787826310087
236,0.5534070304747416
237,0.7027612341601903
238,0.8594854258511075
239,0.5534070304747416
240,0.5534070304747416
241,0.4303707997547183
242,0.5794787826310087
243,0.6339528827258353
244,0.0717695572637884
245,0.5998835930661723
246,0.3750317576298316
247,0.6512351238119749
248,0.6910317401426335
249,0.286098004497835
250,0.3908323013323564
251,1.0890513056888969
252,0.7131963926330336
253,0.4729185315447088
254,0.4465345085958185
255,0.2755646215701183
256,0.3821504465951187
257,0.4203382534971728
258,0.1577106444704193
259,0.1132416273926809
260,0.4584177838660871
261,0.7454929677158489
262,1.269369604141339
263,0.4840682416688102
264,0.6028382964736375
265,0.4840682416688102
266,0.3550346477867915
267,0.2319426339942079
268,1.0442095637330533
269,1.093147505128956
270,0.2942761738086991
271,0.3479503752204715
272,0.4978707407118954
273,0.3550346477867915
274,0.6603999882949912
275,0.363996622999012
276,0.1892682926812154
277,0.2432846915109504
278,0.4951267631751158
279,0.7101252727869648
280,0.493116859206841
281,0.393433433884934
282,0.459487749855635
283,0.4440808855754978
284,0.4719908700123938
285,0.3478635978852908
286,0.3048843836232461
287,0.4725853350754077
288,0.4725853350754077
289,0.4725853350754077
290,0.2233764319233538
291,0.1266491666992731
292,0.1865859395932499
293,0.3650134237881728
294,0.8950491555155385
295,0.3708621693034946
296,0.4104473880628695
297,1.4099606259788005
298,0.5468218470653107
299,0.5707421145885194
300,0.3028613812136712
301,0.3540020894373308
302,0.0709207592922191
303,0.1898793663362961
304,0.0803653022410065
305,0.0803653022410065
306,0.2966380714136006
307,0.3746772424643442
308,0.2970720098259019
309,0.2970720098259019
310,0.423100250100034
311,0.933403313004697
312,0.933403313004697
313,0.9470200103924336
314,0.4455750718236209
315,0.9238103367031538
316,0.2472467149975397
317,0.5592907209519691
318,0.9473199535449424
319,0.5282826866414276
320,0.6238894618111678
321,0.4273173599117918
322,0.5042069120368569
323,0.7082430827842141
324,0.3950643243858879
325,0.3998676144222098
326,0.4624144344318641
327,0.6726047491633234
328,0.2472467149975397
329,0.4785529908773488
330,0.1222638479384787
331,0.4081521895573078
332,0.5253691628509651
333,0.2732526839730244
334,0.4806965214284978
335,0.2900442450447157
336,0.3836174755410004
337,0.4806965214284978
338,0.3836174755410004
339,0.5119510788686383
340,0.6543772660890481
341,0.5236573579878806
342,0.6381984855199402
343,0.4507960056626711
344,0.1750571053925077
345,0.7205836471609114
346,0.095554032741363
347,0.6750187261712354
348,0.137651601952657
349,0.3074725135790758
350,0.5092233888598809
351,0.3007924413456846
352,0.2534465206814699
353,0.5995250323926792
354,0.7120581338724863
355,0.466338790102841
356,0.466338790102841
357,0.677990668603909
358,0.203381542086933
359,0.4760700388993564
360,0.6286750300906283
361,0.9678719786554938
362,0.6798283088140975
363,0.6975900797855776
364,0.4288799430980216
365,0.677990668603909
366,0.7366622695268037
367,0.4240876880072164
368,0.6856767709475782
369,0.1766945191974106
370,0.5972954247450574
371,0.3498663105353742
372,0.3945097647164602
373,0.4877960242442893
374,0.376643527804789
375,0.3945097647164602
376,0.71413668847533
377,0.5286846424746653
378,0.1687333220484086
379,0.7058128078373004
380,0.1900680953197477
381,0.3065558834828095
382,0.3046001036319357
383,1.098982367917234
384,1.1631854183423054
385,1.352967364033011
386,1.5171685086738214
387,1.3767932188612255
388,1.0940342803045315
389,0.9454570533965596
390,1.6908229535724149
391,1.2487234097690008
392,1.3911997989112772
393,1.133482049063516
394,1.0517684321073868
395,1.352967364033011
396,1.020135031557887
397,0.9454570533965596
398,1.5679236137394672
399,0.4156980323833656
400,1.0552298684302723
401,1.304226545060461
402,0.1549566904055976
403,0.5353495458985632
404,0.6108434835036239
405,1.1443211953578425
406,1.5598695550833872
407,0.7959334241914944
408,1.498949846677541
409,1.1409303916822542
410,0.8693873294183473
411,0.3305283495249441
412,0.7769913173299422
413,0.4025645217551632
414,1.0976432355121448
415,0.6921745163172746
