,dist_to_cbd
262,13.027545043238357
263,14.506525592329838
264,13.781643296181697
265,14.506525592329838
266,14.688714274023798
267,14.783173282800902
268,13.264466979490305
269,13.223186232182153
270,14.86523293160774
271,15.019744204140881
272,15.06574596736039
273,14.688714274023798
274,15.279052251161277
275,14.514159032932403
276,14.188924441531173
277,14.395401649192094
278,14.538623261208036
279,13.65282053768574
280,13.859458872761063
281,14.761884468890889
282,14.087334983527658
283,13.823124211971452
284,14.895329854572054
285,15.024330073391393
286,14.756072233876282
287,13.889172077497827
288,13.889172077497827
289,13.889172077497827
290,14.237423431555914
291,14.321937019740004
292,14.680363896657688
293,15.013535710193906
294,13.490984116248493
295,13.994512437258706
296,10.458725554198654
297,6.084878595833299
298,10.73918202375627
299,1.4560653400704702
300,2.6028434065792614
301,1.6483505282277517
302,0.9914141283851815
303,1.282500227300266
304,1.879710439642255
305,1.879710439642255
306,1.4229786752587714
307,1.3161533784716326
308,1.4543321489450087
309,1.4543321489450087
310,1.319571899147195
311,15.156770035125145
312,15.156770035125145
313,15.317792351276209
314,16.59153917658409
315,15.351340689447362
316,16.420559689079916
317,17.033672717116527
318,15.311569780222703
319,16.400263287756967
320,17.713658440930786
321,16.65929388419529
322,15.833765304822176
323,15.586083806234106
324,14.88302783602926
325,16.386501117491477
326,16.286176999843153
327,15.646859208303024
328,16.420559689079916
329,16.437343772813104
330,17.215315910826938
331,17.124348271900732
332,16.375860923622593
333,17.353791954278805
334,16.248852836949315
335,16.89056963193363
336,16.18877021846856
337,16.248852836949315
338,16.18877021846856
339,16.75056088415551
340,17.304099180967206
341,17.00219302087879
342,17.354528038199298
343,16.71645910993282
344,17.04390958398333
345,17.198152294786933
346,16.344892044582004
347,15.748009246854858
348,17.248256380363763
349,16.80143283135228
350,17.435480446965208
351,15.963726946611796
352,17.328113459247383
353,17.185885661081326
354,14.985028617263387
355,10.18184014241328
356,10.18184014241328
357,10.375583998147661
358,9.566410297196423
359,10.166601520849687
360,9.76208300801294
361,9.92087317617291
362,9.9683801114655
363,9.61115593144931
364,9.857507837520796
365,10.375583998147661
366,10.393151243795895
367,9.721038719677237
368,10.103154288275158
369,10.17948373808508
370,9.51174670514992
371,10.092667686309097
372,10.07125980994609
373,10.227796287232332
374,9.376850232793393
375,10.07125980994609
376,9.665274548254894
377,9.581161908133545
378,10.104146337112834
379,10.253233083137639
380,9.924924816152082
381,10.020683853160724
382,10.038442425681321
383,6.0346357002828634
384,6.027247110279117
385,6.415101025053621
386,6.535860026799809
387,6.501018585873772
388,5.977948397739199
389,6.144714994180904
390,6.543031706363944
391,6.238947012731054
392,6.4838583561081915
393,6.222825645656502
394,5.916712326893195
395,6.415101025053621
396,7.161093893876265
397,6.144714994180904
398,7.493635322921845
399,5.955703637595812
400,4.812658120928623
401,6.343156970927761
402,5.996624073797398
403,5.532165357403927
404,6.7866241129713325
405,7.120268606912621
406,4.612653471818607
407,5.955398889746268
408,4.546560682682162
409,6.111344078092803
410,5.285456221596881
411,5.927603639368526
412,5.215718548336558
413,6.582465399019349
414,4.519338041076551
415,11.264042099062134
416,9.869807437936872
417,10.208364681449732
418,10.071337943390056
419,8.724004551951682
420,10.135224039385792
421,10.151243134105037
422,10.228469261476446
423,10.476833984614723
424,10.801618260398557
425,10.801618260398557
426,10.333489496026425
427,9.915855573385114
428,10.48049138005982
429,10.387218689783769
430,8.177933825861443
431,10.849538745559368
432,10.549168200874453
433,10.107132444819136
434,10.767743074961901
435,10.551414536680447
436,10.409010643224327
437,10.035409495283329
438,10.412898330522077
439,8.35597615540361
440,10.652319956829563
441,8.255207427805205
442,11.260341232373477
443,10.452678334223712
444,11.343132541775871
445,11.026394303544055
446,8.228979994666888
447,11.534878989731602
448,10.083375980080108
449,11.081005227513913
450,11.572969038885352
451,8.38332827538533
452,11.449459734101769
453,10.950806295407443
454,10.45606605473659
455,10.806162252756152
456,11.045880981989933
457,10.869805171135155
458,10.359759392573089
459,11.348924913300419
460,11.051773459393111
461,11.155545620843673
462,10.937051074482456
463,10.937051074482456
464,11.15374960707577
465,10.789662450862968
466,11.045880981989933
467,10.240255305965254
468,10.704153884237883
469,10.698335170738261
470,11.391691557719694
471,8.515758764825934
472,8.219259838817685
473,11.010459104579047
474,9.741213200027753
475,10.912711048925921
476,10.371200472738405
477,11.227194663550785
478,9.984983600084334
479,10.986980746815341
480,9.901474423657818
481,12.202616248086404
482,12.760615543865065
483,14.05687407218545
484,13.993158137968797
485,14.102372902882326
486,12.202616248086404
487,15.381057598143487
488,13.889237903767759
489,12.281369417574334
490,14.335845618005887
491,13.512039228212025
492,14.335845618005887
493,14.297428280496504
494,13.835664346807715
495,13.763375505417926
496,15.18011224524524
497,13.181976769132211
498,14.979947315041674
499,14.237493297419283
500,13.11199022000382
501,14.888522693296414
502,15.368253859488796
503,14.980998797518469
504,13.149709360858248
505,13.42752775489821
506,13.149709360858248
507,13.431011464849401
508,13.455063104072403
509,13.506752558233641
510,13.42752775489821
511,14.697992116169292
512,11.976389413068407
513,14.239209960575973
514,14.859084183159627
515,14.337109173566542
516,12.905054553488377
517,18.298242194064954
518,18.331522301890057
519,17.103970688906266
520,15.198093452015987
521,17.238826806162812
522,15.149864266440431
523,17.219385560681523
524,15.249254570620392
525,19.26725355982117
526,15.625271699705623
527,19.40161680245963
528,19.264479222302963
529,19.105207477960324
530,16.85073105436679
531,19.264479222302963
532,16.171441379040473
533,16.726215935785937
534,16.726215935785937
535,16.312756828078175
536,16.276646521137426
537,16.170488482162114
538,16.484328026043134
539,18.621573982498376
540,15.517442227489932
541,18.652246923609816
542,18.13600247766506
543,18.162319555354866
544,18.652246923609816
545,18.358163111748485
546,18.062737798892886
547,19.184422094794915
548,18.93756268714655
549,18.38290311648156
550,18.35596990407647
551,19.00579428086461
552,19.159910001134417
553,15.28514770178249
554,18.68524973592155
555,18.652246923609816
556,16.929392663509645
557,19.03109552214886
558,18.53486971895907
559,15.544888976698012
560,18.259021292855785
561,16.325985414435422
562,15.886115321379824
563,18.47455407755953
564,17.28346663861956
565,16.670407039096027
566,18.272536171050053
567,16.836389689056762
568,16.56896779828794
569,18.173304369521443
570,18.284722808253218
571,17.942878931250025
572,15.354820694747366
573,18.049713850085755
574,17.516792768295502
575,18.02127751458931
576,17.753700147343935
577,17.33597713802716
578,18.307902449145605
579,18.049713850085755
580,17.567231399812893
581,18.081426561950035
582,17.68836428673632
583,17.624450086066375
584,17.901190795348477
585,17.567231399812893
586,17.66397102459948
587,15.81352619886388
588,17.63790605373503
589,18.34460102171478
590,15.496409789450924
591,15.496409789450924
592,19.215384132944717
593,17.951738990413347
594,19.327384562214153
595,18.036847667761105
596,17.840524265953984
597,18.79746975860024
598,18.65076672417316
599,18.7360544980803
600,18.00255224678404
601,17.76031530015747
602,16.652349711215393
603,16.373140794064234
604,18.284722808253218
605,17.80599487546498
606,17.940084801913713
607,17.592380117210173
608,18.65076672417316
609,17.8503808219855
610,15.517442227489932
611,18.190906448003087
612,17.79970852383059
613,17.629283975784304
614,17.901190795348477
615,17.59588022808635
616,16.098707967397033
617,18.09760513774252
618,19.547259925046458
619,18.405921335536213
620,17.956146854349083
621,16.816821395316367
622,17.648672314198375
623,18.09515065784119
624,17.81357810461307
625,17.733064255348296
626,17.5510303838713
627,17.733064255348296
628,17.733064255348296
629,9.090950273454014
630,4.707861143798758
631,4.532896382308014
632,4.386407527900633
633,4.576220848498169
634,4.386407527900633
635,3.1914082546239326
636,4.782081784782056
637,4.107254095975861
638,9.108363047243682
639,4.542613046163108
640,3.9719722640342905
641,4.7692447062577
642,3.3576973596138733
643,3.4302169420312745
644,3.1914082546239326
645,4.127253345784533
646,2.691430203069545
647,4.068755557472667
648,4.203358519112916
649,3.080185924155414
650,4.049849129185414
651,4.242150225061005
652,3.8334355785606578
653,4.926729132667151
654,4.4321865751975675
655,4.069387068899186
656,4.484093380655236
657,4.052742757834894
658,4.652119711525269
659,3.3564679901997527
660,4.81234358096712
661,4.587329423826396
662,4.052742757834894
663,3.6935429037775744
664,3.7901483837819705
665,4.922782327770384
666,6.845467285052106
667,7.039032644124832
668,7.348580651495615
669,6.728578503702821
670,19.003344432917423
671,13.827282553426917
672,13.827282553426917
673,13.919449288041136
674,14.911554585364419
675,14.352696686265917
676,13.919979509830462
677,15.452044827293
678,14.670715284674737
679,13.77564773015214
680,15.40694949603214
681,14.670715284674737
682,14.58147459398876
683,15.39989177368754
684,15.662505935231279
685,15.07406761686459
686,14.42143343389053
687,14.315186845471617
688,15.100241333982364
689,14.406881509362865
690,15.161280087156001
691,14.382210839141042
692,14.911554585364419
693,15.719901045526221
694,14.352779375909739
695,14.003355991973502
696,14.330781658502616
697,14.239792526170366
698,14.365940962473042
699,15.156555426268474
700,14.597595877762128
701,14.28963144093936
702,15.018212989347216
703,15.879446501964958
704,14.775358355270498
705,15.895499240526007
706,14.931842758550918
707,14.638742538504049
708,13.863589856950894
709,13.732580431966994
710,13.871614162150811
711,13.984726269649805
712,14.692442234544554
713,14.405717997862272
714,14.048355797447785
715,14.28882268572697
716,14.366889416534233
717,14.708324037162935
718,14.738767351582407
719,14.437181278784001
720,14.579039938213466
721,14.699104773092571
722,14.21705920565506
723,14.500019315024062
724,14.663842030909153
725,14.54620512465855
726,14.175208447246266
727,14.79968285113167
728,14.28882268572697
729,14.179657042443857
730,14.179657042443857
731,14.180006126582724
732,14.175208447246266
733,14.324120766958249
734,14.201215848208596
735,14.550414702058523
736,14.663842030909153
737,14.54620512465855
738,14.057437369081573
739,13.863589856950894
740,14.583434489479945
741,13.80725830857851
742,14.239463752067302
743,13.85986733738216
744,13.955957357047009
745,14.003648413391348
746,14.178474729959929
747,13.80615888968854
748,13.85986733738216
749,14.163067443177308
750,14.071277603594817
751,14.045456071842358
752,14.12595563212143
753,14.149383038550864
754,14.690539345629958
755,14.31617116551831
756,14.695412705809414
757,14.416716616152389
758,14.690539345629958
759,14.284487371049698
760,14.19438873024128
761,14.218488328336512
762,14.273047457376759
763,14.298388067078957
764,14.045456071842358
765,6.11741372021467
766,5.3487471111538225
767,5.483205999070739
768,6.085475422946669
769,5.426122851121241
770,6.3797009626369565
771,6.12255267398964
772,6.389044548400073
773,6.11741372021467
774,6.1011998929953615
775,7.7882027375833855
776,7.856599659005403
777,5.431509983065634
778,7.861307691219227
779,7.677027000520063
780,6.8338298046226935
781,6.216713386766214
782,6.8338298046226935
783,4.514135391151012
784,8.34101681508475
785,6.817367666366036
786,7.738001434083216
787,4.914365019522174
788,4.185020430167822
789,7.753244256230996
790,7.214056406336961
791,8.06010527424365
792,4.914365019522174
793,18.97389654264888
794,18.228063721622167
795,18.47847674327551
796,18.70296738367524
797,19.278332560116265
798,19.039132457876683
799,18.90870086572216
800,18.754980456272083
801,18.382943126068046
802,18.22314914849398
803,18.98700695451057
804,18.321268227395294
805,18.476782410947393
806,18.7428033135812
807,18.70518321758487
808,18.2208915111606
809,18.766718403602283
810,18.53043208996851
811,18.82252330763675
812,18.04564100161167
813,18.62175699714541
814,18.42611965394093
815,18.35370979513542
816,12.119863094285263
817,12.119159479008891
818,12.218093787443546
819,12.222440223323066
820,12.439059270718095
821,12.373846748220993
822,12.270778269942479
823,12.875642429516338
824,13.524463692360133
825,13.536795954660043
826,12.815047324118458
827,13.47146734404824
828,12.975758639945887
829,13.069589570811297
830,13.47146734404824
831,13.47146734404824
832,12.964733229442247
833,12.165547513978039
834,12.831339415044887
835,11.789946368986977
836,12.22769455765332
837,13.070382665805077
838,13.027957058289138
839,12.68418304667231
840,13.620568564054587
841,13.289338782352448
842,12.323412624096607
843,12.210434697466638
844,12.962459682166372
845,12.374525477950089
846,12.267643310449035
847,12.67751087237061
848,12.876222355092882
849,12.500796119570035
850,12.323412624096607
851,12.001226572109573
852,12.119159479008891
853,12.057693457827828
854,12.218093787443546
855,12.295882474303024
856,12.323412624096607
857,12.48523329423555
858,12.356116999380827
859,12.066172870147726
860,12.538244095078706
861,12.48523329423555
862,12.439059270718095
863,12.439059270718095
864,12.37887689178755
865,11.846571322231988
866,11.989665589805423
867,12.090371776865577
868,12.136792370127141
869,11.97170462928771
870,12.049536547815746
871,13.340459330875108
872,12.358359563625612
873,12.81704870859534
874,12.232711380330706
875,12.637442371222836
876,13.496680358499589
877,12.339090189773737
878,12.26683819730362
879,13.496680358499589
880,13.289338782352448
881,12.208021303688977
882,13.495747908250634
883,13.61422998835086
884,13.475245554602902
885,11.846887455930517
886,12.309249374223304
887,12.309249374223304
888,12.78470719721559
889,12.39492580662004
890,12.3254935845022
891,12.409281687920576
892,12.619951485872054
893,13.635749556167022
894,13.109735350268762
895,12.481380157057691
896,13.212476537279231
897,8.292878979005502
898,7.825503649886125
899,8.526220868062845
900,7.825503649886125
901,7.875937847749807
902,8.599083630288916
903,7.829970047996052
904,9.837719950023569
905,9.557025461092222
906,9.668324333746988
907,8.505550177810763
908,7.987069232326471
909,7.284781286061098
910,7.372415756550985
911,7.656948416817015
912,7.372415756550985
913,10.190427711788761
914,10.183566292273852
915,10.208438315288484
916,10.016522091098775
917,13.53303862869295
918,13.192177793627371
919,11.822597594373294
920,13.397012681153289
921,14.200034959801918
922,13.373080055003358
923,11.680030964061034
924,12.787150384208843
925,13.860677201884588
926,13.51317187658471
927,14.221846561134942
928,11.644380191281234
929,12.117184080278104
930,13.522432288478162
931,11.704764844443993
932,11.682687841310429
933,13.016400556989115
934,11.702238731041081
935,11.717952925828534
936,13.308562365896607
937,13.016400556989115
938,13.53303862869295
939,14.082848562767921
940,12.705106168702942
941,14.524850983522256
942,14.649262410464386
943,11.85285472413912
944,14.575947167461178
945,14.562339061800477
946,11.97781232240612
947,13.14047274681006
948,13.423596077910675
949,13.724983401948606
950,13.373080055003358
951,11.790562919309163
952,14.364301838662477
953,12.683293455858987
954,13.917817530159207
955,12.336032606107043
956,14.608626136981405
957,13.373080055003358
958,12.629513833670078
959,13.67872459521385
960,13.373080055003358
961,14.44379216722254
962,14.70755363252307
963,12.228409566868997
964,12.377162355856932
965,12.287965463982394
966,12.894458427317698
967,12.287177563285722
968,11.53191701325131
969,13.268482972711675
970,13.196511195205247
971,14.457200366977105
972,14.433627206550563
973,12.363369743133422
974,13.349119803329028
975,12.629513833670078
976,14.395748036758235
977,14.330804847432479
978,13.663456472467187
979,14.645166794015715
980,12.363369743133422
981,13.712384292768306
982,12.614140957816444
983,12.527974584431112
984,11.865431111946739
985,12.190609968676156
986,11.457985477795292
987,13.349119803329028
988,13.399657228281512
989,12.546210190885677
990,12.570492582578753
991,13.98938154412988
992,14.549461216697495
993,11.429990161169679
994,14.549461216697495
995,13.933514201460047
996,14.086351041225017
997,12.414347945694347
998,12.259976920660598
999,5.88643015467647
1000,5.944982171344865
1001,5.6270152560803135
1002,5.363188694187351
1003,5.828536301136599
1004,6.366844815962136
1005,5.658089830049198
1006,5.5013360592507405
1007,5.721558728847279
1008,6.40940523201017
1009,5.611324573512723
1010,6.332493104308292
1011,5.966714953825452
1012,6.403789575168726
1013,5.990609505743114
1014,6.062823420145131
1015,5.935997736768134
1016,5.884647720190584
1017,5.69560162972058
1018,5.358340941524428
1019,5.739465126594764
1020,6.7008557012666365
1021,5.783213452035252
1022,5.700294119690012
1023,6.113307759134966
1024,5.724249799115854
1025,5.679334093238054
1026,5.5982114481085
1027,5.597077912273727
1028,6.334576817954191
1029,5.753447556578575
1030,5.671969271475241
1031,5.8143547750071045
1032,19.458305662994814
1033,19.60365770797322
1034,19.252039296982367
1035,18.59721065407436
1036,19.468672855918715
1037,17.515810673226213
1038,19.220193949371865
1039,17.91339708531972
1040,19.468672855918715
1041,18.071684303988388
1042,20.013165850899533
1043,18.629197302425496
1044,18.39861903130989
1045,18.71499738074583
1046,18.55399287458051
1047,18.482763001310428
1048,18.03933102244346
1049,18.35764427495383
1050,17.348399578761168
1051,18.51845985063771
1052,17.605261820339578
1053,18.12051099670177
1054,18.667292537785862
1055,18.263875975573434
1056,17.46875987508619
1057,18.175125842598263
1058,17.616457950657523
1059,17.78186225181601
1060,18.095103572548847
1061,17.22509192616417
1062,17.085023591652728
1063,18.384038614481796
1064,18.629856306787346
1065,18.347653622386368
1066,18.64274485203983
1067,17.99540072667172
1068,18.39861903130989
1069,18.32828620346865
1070,18.118631033360973
1071,17.975032810227145
1072,18.309780420367378
1073,17.74685691851897
1074,17.982334682348526
1075,18.001463600883106
1076,18.077577766470128
1077,17.83549395893168
1078,17.930177614140653
1079,17.83549395893168
1080,19.87750272367305
1081,18.008216283370977
1082,18.482763001310428
1083,17.138850999774334
1084,18.033441676619237
1085,18.86053502319665
1086,18.60265004867908
1087,18.16386572576281
1088,18.142819637973727
1089,17.627143724077374
1090,18.27167780071139
1091,17.896850558904905
1092,19.011736101427132
1093,17.286936409894913
1094,17.622194458497933
1095,18.38616185385563
1096,18.384038614481796
1097,18.050461719737523
1098,17.78186225181601
1099,17.620775016602455
1100,17.69945048524503
1101,17.370044884985525
1102,17.515360259576106
1103,17.896850558904905
1104,18.622517621908898
1105,18.165999213263554
1106,18.55434030699624
1107,17.979291592712293
1108,18.51845985063771
1109,17.959552211363945
1110,18.533444993935728
1111,18.167636389914616
1112,18.167636389914616
1113,17.955312813119424
1114,18.193831437874337
1115,15.270054116940539
1116,15.515540620198339
1117,15.567905918505224
1118,14.987352767612807
1119,16.689584561244615
1120,15.293932051140638
1121,15.567905918505224
1122,17.03039202196411
1123,15.961356719321893
1124,16.9521642921564
1125,16.41761215431684
1126,15.679412122964012
1127,16.52009681504436
1128,16.32036848919013
1129,16.590575669769052
1130,14.986687128515893
1131,14.801452762358373
1132,16.506250830032073
1133,16.478425847071456
1134,14.799003111392095
1135,15.031498956719846
1136,15.031498956719846
1137,16.467138995826513
1138,14.723267785933137
1139,15.062661519067694
1140,15.336790437581504
1141,15.178729274175689
1142,16.99472262922106
1143,16.687762258836724
1144,16.82483317011628
1145,15.256151420615675
1146,15.13145108993034
1147,15.256151420615675
1148,15.301573885411324
1149,16.187063317658883
1150,15.186824692643278
1151,14.427130037385849
1152,15.296123855336496
1153,16.198696927654783
1154,16.26423585652644
1155,16.570841132590335
1156,16.841392271908465
1157,15.46243685582251
1158,15.394553896044187
1159,15.880532779018813
1160,14.349320875312289
1161,16.466401976540386
1162,15.272896819995777
1163,14.558588397189466
1164,14.527660336831868
1165,16.667807569275823
1166,15.054769441073425
1167,15.031498956719846
1168,15.33305139307022
1169,16.523415744622884
1170,17.29840467066877
1171,15.139044954272252
1172,15.874545759641617
1173,16.43319678071421
1174,15.643936643136659
1175,14.91940239155213
1176,16.03373282531972
1177,15.217937246743512
1178,14.861246133897549
1179,16.13277770457262
1180,16.086657394793725
1181,14.460128108407192
1182,14.664562432074105
1183,14.984225271320705
1184,16.188520901744983
1185,9.27364226617473
1186,9.87517127523083
1187,9.27364226617473
1188,10.337127863820113
1189,10.571807180037112
1190,10.695530461386957
1191,9.355708332305227
1192,9.671431342996451
1193,9.715055405068137
1194,9.519954083644707
1195,9.097963683261396
1196,9.705527975903587
1197,9.744486793404983
1198,8.966358104752047
1199,9.673334908853573
1200,9.716968743117514
1201,9.531436809535247
1202,9.509266727509662
1203,9.83307587558478
1204,8.538295792523515
1205,9.219867299586923
1206,9.133743909528196
1207,9.341753494220285
1208,9.005086975396631
1209,9.323204303764838
1210,8.930079281300182
1211,9.985318774326197
1212,10.78052774199693
1213,9.667744005045552
1214,9.699286109128236
1215,9.985318774326197
1216,9.15476995084175
1217,9.788026239504333
1218,9.42574746661737
1219,8.868812308801743
1220,9.764436765567567
1221,9.702590459524307
1222,9.702590459524307
1223,9.208278540557666
1224,9.942054705932852
1225,9.025331929497849
1226,9.51630853209658
1227,9.792698579583345
1228,9.043005834385601
1229,10.940290331136321
1230,10.310163188700463
1231,10.10861228339679
1232,10.9659876788648
1233,9.423910042936802
1234,9.214695381090447
1235,8.090526069078507
1236,10.02847499130059
1237,10.65981426539426
1238,10.310163188700463
1239,9.778542771327134
1240,9.586407933404097
1241,9.778542771327134
1242,10.031877861522855
1243,10.275086213459495
1244,10.883903340049129
1245,10.187392359006784
1246,9.674156114705339
1247,10.794041648572238
1248,9.774018004143572
1249,9.586407933404097
1250,9.930946558477613
1251,10.187392359006784
1252,10.842238870731382
1253,9.548801762739561
1254,10.131448170553718
1255,10.319017938129363
1256,10.266440564002137
1257,9.722944694517881
1258,9.873971651107881
1259,10.210432258611757
1260,10.697540031456024
1261,10.85100034444474
1262,11.485632151051782
1263,8.916807846224849
1264,11.124991210115331
1265,9.716619377710437
1266,9.778542771327134
1267,11.001408168971652
1268,10.445074823288266
1269,9.911495362986713
1270,10.453335092606196
1271,8.589692800476056
1272,9.23198779357549
1273,8.77987589050229
1274,8.03700853102669
1275,11.124991210115331
1276,8.01610943378391
1277,10.844731877260932
1278,8.204534339069628
1279,11.01623851189163
1280,11.048018538673915
1281,11.011088213267398
1282,10.982155850897026
1283,11.124991210115331
1284,8.147299623284999
1285,8.404504645461014
1286,9.008280722743965
1287,9.17400890978384
1288,8.586028217016095
1289,9.170767653605505
1290,11.250910227265706
1291,9.89704951399748
1292,11.084899335628135
1293,10.85620794208528
1294,10.43504137225996
1295,10.564575990878254
1296,10.333381668952228
1297,7.083944111945221
1298,7.007853669540131
1299,7.502949247813918
1300,7.170653595224412
1301,8.979082099938159
1302,6.864653632282751
1303,8.653808383828693
1304,8.609134189081905
1305,8.573781708562306
1306,8.189594753892234
1307,8.269191411753024
1308,8.002458307475468
1309,8.326838213730962
1310,7.8350799763237085
1311,8.507646444634478
1312,8.031753564692721
1313,8.07726562785273
1314,8.031753564692721
1315,7.514021177326781
1316,8.116059148470908
1317,8.476383933168881
1318,7.039398150129887
1319,7.345703366213746
1320,8.901858950665455
1321,6.9940488711063145
1322,7.968458943314589
1323,7.514021177326781
1324,8.080138906856304
1325,8.073110192342574
1326,7.975486205144189
1327,8.07726562785273
1328,8.005075231551888
1329,8.005075231551888
1330,6.9484062260766875
1331,6.9484062260766875
1332,13.997315138059458
1333,13.818344682204089
1334,13.21467608627785
1335,12.529150762716661
1336,14.091124510579542
1337,12.97833922627482
1338,13.818344682204089
1339,14.694419408230184
1340,13.973553720298348
1341,12.758968837385334
1342,12.97833922627482
1343,13.983668207289597
1344,13.888690124088336
1345,14.026006796281042
1346,13.299521296033122
1347,13.96826084016078
1348,14.074141912912909
1349,13.06633980408538
1350,14.317315538414944
1351,12.336346409116077
1352,14.270021120182088
1353,13.384285528887471
1354,14.238672143352757
