,distance_to_mrt
559,1.169127673120607
560,1.3281385925327531
561,1.1229502235717117
562,0.995453062085552
563,0.6545643697566675
564,0.8145696744258601
565,0.90210555698202
566,0.6806614910812004
567,0.9397619107845268
568,0.8549584898928884
569,0.2070346645729339
570,0.2290266733023704
571,0.8505173510482733
572,0.809996783329565
573,0.2312888867658901
574,0.5090685449578878
575,0.5184979438850639
576,0.4051543133489559
577,0.833128734136355
578,0.2920871042038134
579,0.2312888867658901
580,0.3079863748072696
581,0.1282811690300937
582,0.4527862178953483
583,0.4130447820476675
584,0.3678402514636918
585,0.3079863748072696
586,0.419285569797782
587,0.5227052173182702
588,0.6681860190547049
589,0.2740556387118529
590,0.7527782251252219
591,0.7527782251252219
592,1.0885662352313232
593,1.331890415737225
594,1.2081264786407786
595,1.4811309273766555
596,1.2931523074555724
597,1.0872551934607484
598,0.867101715320215
599,0.8184254334218954
600,0.8601732530520595
601,0.8452179634400857
602,0.7387815815291269
603,1.0148015194224902
604,0.2290266733023704
605,0.8364812196647875
606,0.2637008766047053
607,0.4638153376892073
608,0.867101715320215
609,0.3311773171624109
610,1.218931935152862
611,0.1110462200969216
612,0.3977022893635143
613,0.4951383252102456
614,0.3678402514636918
615,0.5457145212148323
616,0.1300534348387206
617,1.5358798667087423
618,1.4084825486243064
619,0.6308843403826452
620,0.7807005905713695
621,1.1711327543376495
622,0.5580719220372649
623,0.5609972771004865
624,0.3612959960537782
625,0.4741674460227564
626,0.4642391922689652
627,0.4741674460227564
628,0.4741674460227564
629,0.4464506121464625
630,0.7912756614486437
631,1.0364375131407657
632,0.3586056074221462
633,0.2845265878486294
634,0.3586056074221462
635,0.4514751662269133
636,0.3790090785735974
637,0.2500123615809973
638,0.455140306816476
639,0.7327857668850619
640,0.3084578817462441
641,0.081646068848875
642,0.3474671742077239
643,0.4852395567777947
644,0.4514751662269133
645,0.4370525545353448
646,0.2218638482725742
647,0.1452313898003902
648,0.1610256731695923
649,0.2850155728696876
650,0.3070710285349354
651,0.6838288658306001
652,0.6023745419939465
653,0.949181622356856
654,0.5695699831540421
655,0.3185056498224785
656,0.5703299994375111
657,0.3045359847201841
658,0.5988011502385926
659,0.4169164024047836
660,0.464948001814817
661,0.4388512596437317
662,0.3045359847201841
663,0.3274021321327286
664,0.2884387510364156
665,0.8389455088015594
666,1.898050923532882
667,1.9788044220923957
668,1.7307301603065968
669,1.9991157730031237
670,3.4912682912518926
671,1.7053620961715614
672,1.7053620961715614
673,1.5943129716881497
674,0.90452479789066
675,1.2169646290582754
676,1.5430796097109003
677,0.9198230788961066
678,0.8950077859680249
679,1.4473040275893712
680,0.8447270881428793
681,0.8950077859680249
682,0.9727343339429768
683,1.4968605704320186
684,1.261975271320754
685,1.2051680247202294
686,0.3041147357162486
687,1.4758786403499278
688,0.7261218432942468
689,0.4729878740823909
690,1.3354617854180586
691,0.5017911043370048
692,0.90452479789066
693,1.3547476501690523
694,1.7273606960900885
695,1.7732003053145655
696,0.5010795599688459
697,0.7103036549736265
698,1.1017263910474788
699,1.3188131508658472
700,0.6792690254771042
701,0.7015380945103962
702,0.6349795245284338
703,1.5748645652324238
704,0.7730623770552548
705,1.5220270965304918
706,1.0586478840214704
707,0.2212352387105028
708,0.3062406234981663
709,0.2267540056575111
710,0.0430388134514527
711,0.1100732803614173
712,0.197718745005681
713,0.3024977189320709
714,0.1709984755518919
715,0.2802681956944989
716,0.2640873442836379
717,0.1205220023496909
718,0.219319755825848
719,0.3607485763314926
720,0.2532873239825419
721,0.1601899105574131
722,0.2179679321704279
723,0.3254563394008352
724,0.3022596866151122
725,0.2875109239225062
726,0.2354234919840891
727,0.2098556487941872
728,0.2802681956944989
729,0.3738481838015737
730,0.3738481838015737
731,0.3348784507727886
732,0.2354234919840891
733,0.1425349743398342
734,0.2450612935599461
735,0.2438779784930395
736,0.3022596866151122
737,0.2875109239225062
738,0.170079828157062
739,0.3062406234981663
740,0.2078813849240827
741,0.3191157331979532
742,0.1618658993817751
743,0.2598786281420886
744,0.0732898901727085
745,0.1254301069123895
746,0.173312240674777
747,0.3039495604612158
748,0.2598786281420886
749,0.0789325743640548
750,0.2819740504344425
751,0.1369257444877285
752,0.1010540936285761
753,0.2427309109243789
754,0.0466571689573237
755,0.3096509323338327
756,0.0634950586216402
757,0.385106005842128
758,0.0466571689573237
759,0.2318483980932001
760,0.2632004949045367
761,0.1105038665358657
762,0.1099009698574871
763,0.2037016247718509
764,0.1369257444877285
765,0.3413012252248338
766,0.5100610361769354
767,0.3275468901193858
768,0.2745860974662403
769,0.5793227562226322
770,0.5364658218672311
771,0.4407462414261157
772,0.433045658832752
773,0.3413012252248338
774,0.3045348629886268
775,0.6292593238163481
776,0.5586209218413778
777,0.5346065032414737
778,0.7318094668388859
779,0.5984793472818624
780,0.3960352804788147
781,0.2440878637529521
782,0.3960352804788147
783,0.6734508031885955
784,0.547530179294043
785,0.2844370125701356
786,0.4597400230378556
787,0.3136871419595547
788,0.4132687605726916
789,0.561626849379772
790,0.435785750343214
791,0.612576107398699
792,0.3136871419595547
793,0.5137209695287029
794,0.4325564349449675
795,0.5981118978779264
796,0.4169585241730646
797,0.7449304976705535
798,0.717696447265267
799,0.3810470541839351
800,0.4168162242437924
801,0.2672205206812487
802,0.3916107512776816
803,0.4215714804212514
804,0.6393512279238336
805,0.5078386448412623
806,0.3564365817520812
807,0.1484147665645141
808,0.409834869849963
809,0.200321706973973
810,0.6402390703243923
811,0.2545451096315309
812,0.5507582922827712
813,0.5862821097254691
814,0.4641999551714786
815,0.5851531123042457
816,0.1938090196518849
817,0.152964779361229
818,0.2481532394049959
819,0.2131293478916935
820,0.3064543900172538
821,0.2560557977904992
822,0.1138493579628534
823,0.2524307765251044
824,0.1979718846783765
825,0.2368312018042347
826,0.4662473350289303
827,0.3105997173417866
828,0.2945389596188973
829,0.1925862498819161
830,0.3105997173417866
831,0.3105997173417866
832,0.3420841266001277
833,0.2937374237350255
834,0.1389534663012099
835,0.4788064928499584
836,0.1023347477281923
837,0.3789641682841094
838,0.254523025572139
839,0.3169432075008574
840,0.3218959819375389
841,0.2829659475353626
842,0.2362910146980301
843,0.3054871439202092
844,0.4107217592415063
845,0.3501531643486368
846,0.1485778325243597
847,0.4803981603135359
848,0.3819332775722549
849,0.2751016896289399
850,0.2362910146980301
851,0.2328776358009471
852,0.152964779361229
853,0.1856837513175886
854,0.2481532394049959
855,0.2633278793415284
856,0.2362910146980301
857,0.2304922543874364
858,0.1332932565448101
859,0.2084912361886162
860,0.3022054065247571
861,0.2304922543874364
862,0.3064543900172538
863,0.3064543900172538
864,0.2454082866122435
865,0.2992323975318513
866,0.1272171901670138
867,0.2279507292854115
868,0.2774647429346931
869,0.1658299253579682
870,0.2042433878754989
871,0.1736399630633181
872,0.2658731466717248
873,0.1587033581809391
874,0.2804783016916826
875,0.4080791690922714
876,0.2760037640914982
877,0.218556940038465
878,0.167374404409971
879,0.2760037640914982
880,0.2829659475353626
881,0.219996828901145
882,0.1644131926562281
883,0.2514345694243533
884,0.3705234931474809
885,0.3964573333930577
886,0.1031621543814695
887,0.1031621543814695
888,0.3242795217528447
889,0.1673110489533904
890,0.1810196038227544
891,0.377348634233714
892,0.2501662647741927
893,0.2702076834056531
894,0.2597878217547235
895,0.1385627147024891
896,0.2288700013920841
897,0.7233356886608431
898,0.3308371220011092
899,0.8586771765093646
900,0.3308371220011092
901,0.339970649527622
902,0.9474570500367054
903,0.2556926639831839
904,2.028223016137509
905,1.5788487605622687
906,1.914440824357701
907,0.8754048817203253
908,0.4660532548844377
909,0.3827349892674875
910,0.2866094368293136
911,0.1835794115354628
912,0.2866094368293136
913,1.700677206885472
914,2.048453185520833
915,2.0203221673328624
916,1.9047056712353752
917,0.6879963893125037
918,0.3414670316949806
919,0.0754480088071995
920,0.5454412647836888
921,0.3171417421060623
922,0.511953638430416
923,0.69899852045347
924,0.6198559921107115
925,0.2413336522620758
926,0.6680366442260353
927,0.4177096436750677
928,0.6810623702952743
929,0.2990049928649971
930,0.4552278897330714
931,0.867616864929618
932,0.1705703599308407
933,0.563957604803506
934,0.5686441613726845
935,0.2253139868540528
936,0.3874697238356122
937,0.563957604803506
938,0.6879963893125037
939,0.197928572689786
940,0.8554358388700423
941,0.6149603907802359
942,0.687609766107168
943,0.6077961470904343
944,0.6157207368849447
945,0.6511301073095083
946,1.075509484619117
947,0.734868399445119
948,0.5384403468187696
949,0.4230528651792487
950,0.511953638430416
951,0.1658753867265261
952,0.4121431876845043
953,0.6950372725475298
954,0.1700356879938296
955,1.027125531416928
956,0.7458133532435733
957,0.511953638430416
958,0.9159879062142944
959,0.5999683110801523
960,0.511953638430416
961,0.4702099469320395
962,0.7339305314963003
963,1.0164947455371265
964,0.82236456809947
965,0.9199957356861992
966,0.2496444343626127
967,1.0073390737715366
968,1.0126797906060605
969,0.2249541101390295
970,0.333604058864891
971,0.5043809638324757
972,0.820976393381239
973,1.2380415464392638
974,0.4360157953169574
975,0.9159879062142944
976,0.7498823340142731
977,0.6738848525797011
978,0.3198517338145115
979,0.6953538142042799
980,1.2380415464392638
981,0.6752754740409838
982,0.8568527590471265
983,1.0295922658656391
984,1.2365762062300376
985,1.0008634897543391
986,0.8906056620443759
987,0.4360157953169574
988,0.3505391202193
989,0.5364163131716468
990,0.5058909318089748
991,0.5485857211204955
992,0.5774017195239022
993,0.7042108664399187
994,0.5774017195239022
995,0.5032639594311284
996,0.582914882570013
997,0.6062456074413286
998,0.6317782913254012
999,0.5988123302057092
1000,1.2709307520742272
1001,0.5444662221873232
1002,0.3827864791189002
1003,1.239867523624998
1004,0.1318777328653283
1005,1.1109086663324572
1006,1.0605277022200204
1007,0.7649195203173432
1008,0.3382444477298458
1009,0.7788276573778924
1010,0.2817261007622845
1011,1.3258703263334364
1012,0.462447588062048
1013,0.3192316922580105
1014,0.2352517338187403
1015,0.5339029582386303
1016,0.4260674099688752
1017,0.3048353578096203
1018,0.2323418885998796
1019,0.2100500011605615
1020,0.6791311031340324
1021,0.5309071002857572
1022,0.4411661335486435
1023,0.157187416223672
1024,0.4896635637512171
1025,0.3217839765529035
1026,0.3475351475497381
1027,0.2547688316571984
1028,0.9786698865967836
1029,0.4056306708523904
1030,0.447876875078301
1031,0.5402434849752633
1032,1.0018423307555755
1033,1.1263951275153583
1034,0.9204247067321653
1035,0.6152842116121562
1036,1.1362200318022937
1037,0.826546569111923
1038,0.8461697728683425
1039,0.6579757712021949
1040,1.1362200318022937
1041,0.6343535112112669
1042,1.40800522676198
1043,0.5491895216854837
1044,0.7033302812191807
1045,0.6643670595996363
1046,0.47596661379659
1047,0.5187409198510649
1048,0.5274683883507082
1049,0.2518705435416273
1050,0.5065803100547484
1051,0.3576311824747269
1052,0.6205678925062357
1053,0.3455166427000899
1054,0.5537945758760785
1055,0.4479143945110156
1056,0.6102693003196112
1057,0.3458494218582083
1058,0.5731537262993383
1059,0.4119344906971322
1060,0.4042972079668184
1061,0.1696921017901976
1062,0.0978542428523306
1063,0.4089621183497802
1064,0.1206334046738435
1065,0.4842761076402276
1066,0.4987981379750066
1067,0.6407286488548993
1068,0.7033302812191807
1069,0.1698196846028849
1070,0.1750512649783998
1071,0.6736434756304821
1072,0.2254667363488401
1073,0.7077865715430018
1074,0.2966504874270101
1075,0.2963216461218865
1076,0.2573168214507005
1077,0.3923768872000722
1078,0.2996174468353033
1079,0.3923768872000722
1080,1.4037529696396824
1081,0.5973315598716945
1082,0.5187409198510649
1083,0.2058888527138435
1084,0.2520201623774313
1085,0.679408138149587
1086,0.5008034769294701
1087,0.6758244611548605
1088,0.4597937954418123
1089,0.6681869017544528
1090,0.1703941014665691
1091,0.4556107672347763
1092,0.8256913896960282
1093,0.4875248884362604
1094,0.583730271000693
1095,0.416715219201528
1096,0.4089621183497802
1097,0.1634647081780693
1098,0.4119344906971322
1099,0.5639609340362663
1100,0.581667626084851
1101,0.3067219753655819
1102,0.5051908439489309
1103,0.4556107672347763
1104,0.433699085453465
1105,0.2679767662908331
1106,0.3657267627004315
1107,0.3181346393566489
1108,0.3576311824747269
1109,0.2573555353029008
1110,0.7663867481810712
1111,0.2246145037640635
1112,0.2246145037640635
1113,0.3772066746898054
1114,0.309100298344136
1115,1.35123229390136
1116,0.6447878369480404
1117,0.6907041705823079
1118,0.3379256321247266
1119,0.7147240870594347
1120,1.0015721933671844
1121,0.6907041705823079
1122,1.0492905696105306
1123,0.5513834006296809
1124,0.8630931487037067
1125,0.407570052321451
1126,1.207463553709205
1127,0.373063135029172
1128,0.6888726038472632
1129,0.8876154170551631
1130,0.283669172814331
1131,0.2529776679265172
1132,0.3807905087986808
1133,0.6677565320620832
1134,0.7327381623533432
1135,1.3910474937912611
1136,1.3910474937912611
1137,0.3498273952564959
1138,0.4310631265585821
1139,0.7536095629746218
1140,0.724880272974821
1141,1.6342714846965485
1142,0.7758492054038783
1143,0.89693531031525
1144,0.8402292479852336
1145,1.4886826037506624
1146,0.9262768468949464
1147,1.4886826037506624
1148,0.8009778059492698
1149,0.5238332792577594
1150,0.6908085391824231
1151,0.6246645661264997
1152,1.6734969978771073
1153,0.2820136906943433
1154,0.858602515563112
1155,0.6216499512510101
1156,0.8107559362545902
1157,1.2722526961853695
1158,0.5411157574214782
1159,0.3734046204077205
1160,0.6826839600853671
1161,0.4775870483955787
1162,1.29459999687779
1163,0.3264273866063075
1164,0.5325377711048923
1165,0.513203329623865
1166,0.3368101929811412
1167,1.3910474937912611
1168,1.276814030131014
1169,0.6178811952732001
1170,0.9483312902800054
1171,0.3921167477129952
1172,0.8695942890225123
1173,0.3394929674767837
1174,1.3992141591265777
1175,0.3677982525673423
1176,0.6536909432717143
1177,0.4505139928032329
1178,0.0918777611479255
1179,0.8968867448852264
1180,1.366010301316739
1181,0.4732541909903293
1182,0.2138981560037842
1183,0.7853598401618295
1184,0.8146928196868313
1185,0.3033573113752374
1186,0.3871532144873333
1187,0.3033573113752374
1188,0.9230880897106604
1189,0.97601328601687
1190,0.9689159163857602
1191,0.584191935808324
1192,0.780412893937461
1193,1.26844598943041
1194,1.09629612213356
1195,0.9458473209144792
1196,0.7305682367431072
1197,0.9278061835670484
1198,0.5856320156471034
1199,1.3516466774081852
1200,0.6844845975121495
1201,0.5519927597451247
1202,0.5929910351080298
1203,1.3610555749297597
1204,0.979445424619296
1205,0.2707035956896915
1206,0.4741393141370483
1207,0.2025656377144548
1208,0.7601679256016463
1209,0.2660533639376459
1210,0.7874353411211855
1211,0.8867180323212153
1212,0.2772363671248052
1213,0.8710926611365446
1214,1.6546507419462386
1215,0.8867180323212153
1216,1.2140587306124424
1217,0.2998010036961956
1218,0.5603449906725223
1219,0.6259229172083242
1220,0.316801208661158
1221,0.2700848416295796
1222,0.2700848416295796
1223,1.1397381636409074
1224,0.5926351792905508
1225,0.5540646425805412
1226,0.6719787886734139
1227,0.7860431590839733
1228,0.2401768396500696
1229,0.5760567329147172
1230,0.5613018189929088
1231,0.6481334650360007
1232,0.6204340001588442
1233,0.609547088603012
1234,0.8270159695383497
1235,0.7218939748430091
1236,0.6814596703206112
1237,0.879656945712278
1238,0.5613018189929088
1239,0.5233833927872202
1240,0.567782202134798
1241,0.5233833927872202
1242,0.3210137921311602
1243,0.5613687895431402
1244,0.8304625239632301
1245,0.5215483997811088
1246,0.5975833468580757
1247,0.9622667398026268
1248,0.5363869863334362
1249,0.567782202134798
1250,0.6532550245434027
1251,0.5215483997811088
1252,0.6577329530730679
1253,0.8598799410474819
1254,0.3514090187538742
1255,0.3791406755951099
1256,0.4327896183880098
1257,0.3020309826780032
1258,0.4334199418038705
1259,0.4376316397707422
1260,0.9052828587414412
1261,0.816084697281807
